CustomerID,TotalAmount_Sum,TotalAmount_Mean,TransactionCount,Quantity_Sum,Quantity_Mean,Price_Mean,UniqueProducts,CustomerTenureDays,AvgDaysBetweenPurchases,CustomerSegment_Encoded,Country_Encoded,FirstPurchase_Year,FirstPurchase_Month,LastPurchase_Year,LastPurchase_Month
12439,1142.88,16.096901408450705,71,478,6.732394366197183,3.706478873239437,69,43,0.6142857142857143,0,1136,2009,12,2010,1
12440,859.2,26.85,32,331,10.34375,5.448125,21,255,8.225806451612904,0,922,2009,12,2010,9
12441,173.55,15.77727272727273,11,121,11.0,3.700909090909091,11,0,0.0,0,13503,2010,12,2010,12
12442,172.06,14.338333333333333,12,182,15.166666666666666,3.34,12,0,0.0,0,3653,2011,12,2011,12
12443,485.31,23.11,21,182,8.666666666666666,5.87047619047619,21,0,0.0,0,1287,2009,12,2009,12
12445,434.98,18.124166666666667,24,206,8.583333333333334,3.6370833333333334,24,398,17.304347826086957,1,3653,2010,10,2011,11
12446,1002.3100000000001,17.584385964912283,57,351,6.157894736842105,4.352631578947368,57,0,0.0,0,122,2011,10,2011,10
12447,476.49,18.326538461538462,26,190,7.3076923076923075,3.5742307692307693,26,0,0.0,0,3054,2011,4,2011,4
12448,449.45,20.429545454545455,22,243,11.045454545454545,5.951818181818182,22,0,0.0,0,3653,2011,10,2011,10
12450,688.2,18.6,37,442,11.945945945945946,2.227837837837838,31,318,8.833333333333334,1,3653,2010,8,2011,7
12452,430.57,19.571363636363635,22,185,8.409090909090908,4.485,21,0,0.0,0,3005,2011,11,2011,11
12453,707.09,16.443953488372095,43,473,11.0,2.393255813953488,43,0,0.0,0,922,2011,7,2011,7
12457,2995.91,35.665595238095236,84,1094,13.023809523809524,5.619285714285714,63,368,4.433734939759036,1,3005,2010,9,2011,10
12458,1777.49,21.160595238095237,84,986,11.738095238095237,3.9648809523809527,71,416,5.0120481927710845,1,3005,2010,8,2011,9
12459,454.36,19.754782608695653,23,258,11.217391304347826,4.148695652173913,23,0,0.0,0,3653,2010,4,2010,4
12460,326.65,18.147222222222222,18,170,9.444444444444445,4.381111111111111,18,0,0.0,0,3054,2010,9,2010,9
12461,826.88,23.62514285714286,35,287,8.2,4.258857142857143,35,60,1.7647058823529411,0,3005,2011,7,2011,9
12462,1189.59,19.186935483870965,62,536,8.64516129032258,4.689516129032258,51,284,4.655737704918033,0,3653,2011,2,2011,11
12463,1344.78,16.202168674698793,83,776,9.349397590361447,3.0434939759036146,65,188,2.292682926829268,0,3054,2011,4,2011,10
12464,1212.05,41.79482758620689,29,112,3.8620689655172415,11.832758620689654,6,299,10.678571428571429,0,3054,2011,2,2011,11
12465,742.1899999999999,15.79127659574468,47,479,10.191489361702128,2.76,46,152,3.3043478260869565,0,3054,2011,6,2011,11
12466,56.73,56.73,1,1,1.0,56.73,1,0,0.0,0,13503,2010,1,2010,1
12467,132.8,14.755555555555556,9,129,14.333333333333334,1.6177777777777778,9,0,0.0,0,409,2010,10,2010,10
12470,211.95,9.215217391304348,23,95,4.130434782608695,3.928260869565217,23,0,0.0,0,518,2010,1,2010,1
12475,1149.64,18.846557377049184,61,771,12.639344262295081,3.0937704918032787,54,356,5.933333333333334,1,16431,2010,10,2011,10
12478,680.99,18.91638888888889,36,236,6.555555555555555,4.537777777777778,36,0,0.0,0,657,2011,12,2011,12
12479,527.2,17.006451612903227,31,385,12.419354838709678,2.6687096774193546,31,0,0.0,0,16431,2011,11,2011,11
12485,708.1,20.826470588235296,34,414,12.176470588235293,2.4105882352941173,34,0,0.0,0,1313,2010,6,2010,6
12486,1037.28,21.168979591836734,49,523,10.673469387755102,4.103673469387755,49,0,0.0,0,1313,2010,10,2010,10
12487,285.29999999999995,142.64999999999998,2,174,87.0,2.0,2,0,0.0,0,1313,2009,12,2009,12
12488,1298.66,23.612000000000002,55,529,9.618181818181819,3.7347272727272727,46,65,1.2037037037037037,0,13503,2011,9,2011,11
12489,334.93,22.328666666666667,15,105,7.0,5.908,15,0,0.0,0,13503,2011,1,2011,1
12491,460.40000000000003,17.70769230769231,26,260,10.0,3.376923076923077,25,0,0.0,0,13503,2011,11,2011,11
12492,715.21,17.028809523809525,42,444,10.571428571428571,3.2607142857142852,38,340,8.292682926829269,1,16431,2010,11,2011,10
12493,433.74,19.715454545454545,22,207,9.409090909090908,4.309090909090909,20,31,1.4761904761904763,0,13503,2011,5,2011,6
12494,1815.27,16.808055555555555,108,979,9.064814814814815,3.8498148148148146,83,560,5.233644859813084,1,13503,2010,5,2011,11
12495,357.4,21.023529411764706,17,130,7.647058823529412,5.705882352941177,17,0,0.0,0,1313,2010,3,2010,3
12496,45.34,4.534000000000001,10,30,3.0,1.927,10,0,0.0,0,3653,2010,3,2010,3
12498,403.70000000000005,17.55217391304348,23,159,6.913043478260869,4.197826086956522,21,36,1.6363636363636365,0,16431,2011,10,2011,11
12499,393.72,14.582222222222223,27,302,11.185185185185185,2.3296296296296295,27,0,0.0,0,16431,2010,5,2010,5
12503,230.0,230.0,1,1,1.0,230.0,1,0,0.0,0,3653,2010,5,2010,5
12504,779.05,38.9525,20,458,22.9,6.285,11,578,30.42105263157895,1,16431,2010,4,2011,11
12505,955.2,22.742857142857144,42,324,7.714285714285714,4.436904761904762,42,0,0.0,0,1442,2010,10,2010,10
12506,73.5,3.1956521739130435,23,23,1.0,3.1956521739130435,23,0,0.0,0,13503,2011,4,2011,4
12507,1844.06,37.633877551020404,49,1256,25.632653061224488,4.106530612244898,46,450,9.375,1,3653,2010,5,2011,7
12508,397.88,5.851176470588236,68,271,3.985294117647059,1.7400000000000002,57,2,0.029850746268656716,0,13503,2011,11,2011,11
12509,176.5,25.214285714285715,7,55,7.857142857142857,5.564285714285715,7,0,0.0,0,13503,2011,2,2011,2
12512,132.18,4.263870967741935,31,96,3.096774193548387,2.640322580645161,31,0,0.0,0,319,2011,10,2011,10
12513,612.29,17.494,35,462,13.2,2.180571428571428,35,0,0.0,0,13503,2011,8,2011,8
12514,1597.76,19.02095238095238,84,840,10.0,2.7076190476190476,76,374,4.506024096385542,1,1442,2010,3,2011,3
12515,383.7,23.98125,16,131,8.1875,6.78125,16,0,0.0,0,1442,2010,12,2010,12
12518,2056.89,16.58782258064516,124,1318,10.629032258064516,2.837177419354839,84,109,0.8861788617886179,0,16431,2011,8,2011,12
12519,716.54,18.37282051282051,39,387,9.923076923076923,3.1953846153846155,34,413,10.868421052631579,1,16431,2010,8,2011,10
12521,599.68,15.781052631578946,38,309,8.131578947368421,2.995789473684211,38,0,0.0,0,16431,2011,7,2011,7
12522,192.72,16.06,12,194,16.166666666666668,5.0008333333333335,11,12,1.0909090909090908,0,16431,2011,10,2011,10
12525,973.73,16.228833333333334,60,509,8.483333333333333,3.006,56,149,2.5254237288135593,0,13503,2010,3,2010,7
12526,1316.66,18.54450704225352,71,632,8.901408450704226,3.3538028169014087,64,93,1.3285714285714285,0,16431,2011,9,2011,12
12527,735.51,22.9846875,32,526,16.4375,2.5915625,26,447,14.419354838709678,1,16431,2010,6,2011,9
12528,1933.48,21.01608695652174,92,756,8.217391304347826,5.487934782608695,50,303,3.32967032967033,1,16431,2011,1,2011,11
12529,316.48,15.07047619047619,21,192,9.142857142857142,3.040952380952381,21,0,0.0,0,13503,2010,6,2010,6
12532,349.83000000000004,21.864375000000003,16,153,9.5625,3.698125,16,0,0.0,0,13503,2011,11,2011,11
12533,1367.89,18.998472222222222,72,704,9.777777777777779,3.3030555555555554,63,110,1.5492957746478873,0,16431,2009,12,2010,3
12534,1089.18,17.28857142857143,63,651,10.333333333333334,3.035396825396825,63,0,0.0,0,16431,2011,8,2011,8
12535,716.35,21.069117647058825,34,219,6.4411764705882355,4.451470588235294,28,94,2.8484848484848486,0,13503,2011,6,2011,9
12537,732.94,17.04511627906977,43,449,10.44186046511628,2.9227906976744187,43,0,0.0,0,1313,2010,10,2010,10
12538,640.45,18.836764705882356,34,336,9.882352941176471,3.828823529411765,33,349,10.575757575757576,1,3653,2010,11,2011,11
12541,981.18,18.868846153846153,52,680,13.076923076923077,3.615769230769231,46,251,4.921568627450981,0,3653,2011,3,2011,11
12542,481.88,12.355897435897436,39,522,13.384615384615385,2.465128205128205,39,156,4.105263157894737,0,3653,2010,3,2010,8
12543,980.25,22.796511627906977,43,688,16.0,2.6132558139534883,43,0,0.0,0,3653,2010,9,2010,9
12544,372.7,19.61578947368421,19,136,7.157894736842105,4.106315789473685,19,0,0.0,0,3653,2011,11,2011,11
12545,1000.39,20.0078,50,523,10.46,4.0238,42,184,3.7551020408163267,0,3653,2011,3,2011,9
12546,1161.5,16.833333333333332,69,633,9.173913043478262,3.199275362318841,59,31,0.45588235294117646,0,3653,2011,9,2011,10
12547,383.58,18.265714285714285,21,309,14.714285714285714,4.9366666666666665,13,302,15.1,0,3653,2010,7,2011,5
12548,95.19999999999999,19.04,5,49,9.8,6.720000000000001,5,0,0.0,0,3653,2011,6,2011,6
12549,1575.68,32.15673469387755,49,1366,27.877551020408163,1.6487755102040815,38,121,2.5208333333333335,0,409,2010,1,2010,5
12550,964.83,16.92684210526316,57,569,9.982456140350877,3.0903508771929826,57,0,0.0,0,3653,2011,9,2011,9
12551,168.0,16.8,10,100,10.0,1.6800000000000002,10,0,0.0,0,3653,2010,12,2010,12
12552,437.82,21.891,20,88,4.4,9.1155,20,0,0.0,0,1442,2011,10,2011,11
12554,468.5,18.01923076923077,26,240,9.23076923076923,3.8242307692307693,26,0,0.0,0,3653,2010,9,2010,9
12555,129.23,129.23,1,1,1.0,129.23,1,0,0.0,0,3653,2010,1,2010,1
12556,599.56,5.038319327731092,119,355,2.9831932773109244,2.6860504201680673,100,100,0.847457627118644,0,3653,2011,7,2011,10
12558,269.96,24.54181818181818,11,196,17.818181818181817,1.25,11,0,0.0,0,409,2011,12,2011,12
12559,561.71,26.74809523809524,21,283,13.476190476190476,3.5490476190476192,21,8,0.4,0,16431,2011,1,2011,2
12560,2134.01,20.323904761904764,105,1110,10.571428571428571,2.8562857142857143,91,137,1.3173076923076923,0,16431,2011,7,2011,12
12561,238.85,14.928125,16,177,11.0625,2.964375,16,0,0.0,0,16431,2011,2,2011,2
12563,249.24,19.172307692307694,13,113,8.692307692307692,3.921538461538461,13,0,0.0,0,1442,2010,10,2010,10
12564,456.9,21.757142857142856,21,133,6.333333333333333,5.576190476190476,21,0,0.0,0,13503,2011,3,2011,3
12565,145.92,16.21333333333333,9,80,8.88888888888889,2.351111111111111,9,0,0.0,0,9,2011,2,2011,2
12566,351.65,18.507894736842104,19,265,13.947368421052632,3.903684210526316,19,0,0.0,0,16431,2011,9,2011,9
12568,70.0,14.0,5,48,9.6,6.234,5,0,0.0,0,16431,2010,3,2010,3
12570,77.52,77.52,1,1,1.0,77.52,1,0,0.0,0,3653,2010,1,2010,1
12571,519.61,15.28264705882353,34,523,15.382352941176471,1.3205882352941176,31,81,2.4545454545454546,0,13503,2011,8,2011,10
12572,1020.42,17.006999999999998,60,452,7.533333333333333,4.227833333333334,53,43,0.7288135593220338,0,16431,2011,10,2011,12
12573,717.41,6.028655462184874,119,479,4.025210084033613,2.213361344537815,107,237,2.0084745762711864,0,13503,2010,8,2011,4
12574,218.45,19.85909090909091,11,61,5.545454545454546,5.2,11,0,0.0,0,13503,2011,1,2011,1
12575,622.8199999999999,16.389999999999997,38,315,8.289473684210526,3.5702631578947375,34,69,1.864864864864865,0,13503,2010,7,2010,9
12576,2142.72,15.08957746478873,142,1494,10.52112676056338,2.5801408450704226,114,490,3.475177304964539,1,504,2010,7,2011,11
12579,440.42,15.18689655172414,29,285,9.827586206896552,3.3386206896551722,29,0,0.0,0,13503,2011,9,2011,9
12580,1052.9,18.153448275862072,58,569,9.810344827586206,2.6067241379310344,52,329,5.771929824561403,1,16431,2010,5,2011,4
12581,197.71,13.180666666666667,15,161,10.733333333333333,2.8926666666666665,15,0,0.0,0,16431,2011,10,2011,10
12582,1980.4,19.22718446601942,103,985,9.563106796116505,3.8555339805825244,88,338,3.3137254901960786,1,1032,2010,5,2011,4
12584,2338.15,24.355729166666666,96,416,4.333333333333333,7.484375,44,276,2.905263157894737,0,1442,2011,3,2011,12
12585,2040.1,23.44942528735632,87,1279,14.701149425287356,3.4639080459770115,77,117,1.3604651162790697,0,16431,2010,12,2011,4
12586,2062.67,21.943297872340427,94,687,7.308510638297872,5.121489361702128,82,706,7.591397849462366,1,1442,2009,12,2011,11
12587,144.0,36.0,4,51,12.75,11.56,4,0,0.0,0,1032,2011,12,2011,12
12588,958.78,20.84304347826087,46,438,9.521739130434783,7.1808695652173915,31,558,12.4,1,1032,2010,4,2011,10
12591,1338.95,19.69044117647059,68,653,9.602941176470589,4.394852941176471,63,91,1.3582089552238805,0,1442,2010,10,2011,1
12593,418.09999999999997,19.909523809523808,21,206,9.80952380952381,2.6523809523809527,14,110,5.5,0,13503,2011,5,2011,8
12595,299.02,15.737894736842104,19,271,14.263157894736842,3.1905263157894734,19,0,0.0,0,16431,2010,7,2010,7
12596,618.27,22.898888888888887,27,474,17.555555555555557,4.405555555555556,25,190,7.3076923076923075,0,3653,2011,4,2011,10
12601,681.26,20.03705882352941,34,290,8.529411764705882,6.801764705882353,24,214,6.484848484848484,0,16431,2010,10,2011,6
12602,153.12,12.76,12,162,13.5,1.9708333333333332,12,0,0.0,0,13503,2011,10,2011,10
12603,739.1999999999999,369.59999999999997,2,63,31.5,14.475,2,0,0.0,0,16431,2011,11,2011,11
12604,254.18,15.88625,16,201,12.5625,2.59125,15,182,12.133333333333333,0,13503,2011,3,2011,9
12605,1232.95,16.223026315789475,76,929,12.223684210526315,2.224078947368421,63,81,1.08,0,16431,2010,9,2010,11
12606,21.0,21.0,1,1,1.0,21.0,1,0,0.0,0,3653,2010,1,2010,1
12607,1579.51,15.63871287128713,101,1228,12.158415841584159,2.1577227722772276,101,0,0.0,0,409,2011,10,2011,10
12608,415.79,25.986875,16,323,20.1875,1.6275,16,0,0.0,0,699726,2010,10,2010,10
12610,2099.54,19.80698113207547,106,1049,9.89622641509434,5.024716981132076,85,103,0.9809523809523809,0,1442,2011,8,2011,11
12611,1193.32,18.35876923076923,65,846,13.015384615384615,2.675076923076923,65,0,0.0,0,1442,2011,10,2011,10
12612,704.0400000000001,37.054736842105264,19,262,13.789473684210526,4.4389473684210525,19,0,0.0,0,16431,2011,9,2011,9
12614,315.6,15.780000000000001,20,76,3.8,5.61,20,0,0.0,0,16431,2011,3,2011,3
12616,1131.1,20.946296296296296,54,498,9.222222222222221,3.7629629629629626,32,293,5.528301886792453,0,13503,2010,11,2011,9
12617,352.98,8.609268292682927,41,210,5.121951219512195,1.928780487804878,39,0,0.0,0,13503,2011,11,2011,11
12618,177.31,16.11909090909091,11,96,8.727272727272727,6.6381818181818195,11,0,0.0,0,1442,2011,11,2011,11
12620,1339.41,14.558804347826088,92,1181,12.83695652173913,2.1478260869565218,89,189,2.076923076923077,0,13503,2011,5,2011,11
12622,180.1,16.37272727272727,11,69,6.2727272727272725,5.739090909090909,11,0,0.0,0,16431,2011,4,2011,4
12624,641.13,16.87184210526316,38,355,9.342105263157896,3.8721052631578945,36,71,1.9189189189189189,0,13503,2011,6,2011,8
12628,786.46,19.181951219512197,41,448,10.926829268292684,3.591219512195122,34,60,1.5,0,16431,2011,10,2011,12
12629,1558.22,34.62711111111111,45,722,16.044444444444444,3.997777777777778,40,37,0.8409090909090909,0,1313,2010,10,2010,11
12630,1270.88,19.8575,64,548,8.5625,4.48640625,60,34,0.5396825396825397,0,1032,2011,10,2011,11
12632,804.88,22.99657142857143,35,694,19.82857142857143,2.2334285714285715,32,44,1.2941176470588236,0,16431,2010,5,2010,7
12634,490.0,24.5,20,337,16.85,7.777500000000001,20,12,0.631578947368421,0,409,2010,6,2010,6
12636,141.0,141.0,1,1,1.0,141.0,1,0,0.0,0,409,2009,12,2009,12
12638,921.49,19.197708333333335,48,663,13.8125,3.3716666666666666,47,606,12.893617021276595,1,1313,2010,3,2011,11
12639,1312.37,20.50578125,64,631,9.859375,4.47171875,58,389,6.174603174603175,1,1313,2010,3,2011,4
12640,1174.58,22.16188679245283,53,311,5.867924528301887,5.716981132075472,47,57,1.0961538461538463,0,13503,2011,9,2011,11
12641,185.9,18.59,10,72,7.2,6.964999999999999,10,0,0.0,0,1313,2011,8,2011,8
12642,1013.26,21.558723404255318,47,552,11.74468085106383,3.5906382978723403,39,82,1.7826086956521738,0,16431,2011,8,2011,11
12644,1918.49,17.283693693693692,111,1032,9.297297297297296,3.399189189189189,106,564,5.127272727272727,1,16431,2010,1,2011,8
12646,1346.97,29.932666666666666,45,897,19.933333333333334,2.387111111111111,43,44,1.0,0,409,2011,10,2011,12
12648,1112.0,17.107692307692307,65,518,7.969230769230769,3.6944615384615385,38,546,8.53125,1,16431,2010,1,2011,7
12650,314.44,15.722,20,254,12.7,1.9344999999999999,20,0,0.0,0,13503,2011,12,2011,12
12651,377.75,12.591666666666667,30,265,8.833333333333334,2.04,30,130,4.482758620689655,0,13503,2010,8,2011,1
12652,1017.03,19.941764705882353,51,536,10.509803921568627,3.0209803921568628,51,102,2.04,0,16431,2010,10,2011,1
12654,601.98,15.841578947368422,38,264,6.947368421052632,4.420526315789473,31,284,7.675675675675675,0,16431,2011,2,2011,11
12655,261.35,16.334375,16,80,5.0,5.490625,16,0,0.0,0,13503,2010,10,2010,10
12657,1643.18,34.961276595744685,47,1044,22.21276595744681,5.044893617021277,35,67,1.4565217391304348,0,13503,2011,9,2011,11
12658,686.05,19.056944444444444,36,320,8.88888888888889,4.114444444444445,36,0,0.0,0,16431,2011,11,2011,11
12659,91.68,18.336000000000002,5,105,21.0,5.308,5,0,0.0,0,13503,2011,11,2011,11
12660,245.1,18.853846153846153,13,127,9.76923076923077,3.8653846153846154,13,0,0.0,0,13503,2011,11,2011,11
12661,162.0,14.727272727272727,11,216,19.636363636363637,0.8772727272727273,11,0,0.0,0,1313,2010,9,2010,9
12663,239.4,23.94,10,181,18.1,5.84,9,43,4.777777777777778,0,16431,2010,2,2010,3
12665,313.6,18.447058823529414,17,165,9.705882352941176,4.920588235294118,13,344,21.5,1,16431,2010,2,2011,1
12666,1248.42,40.27161290322581,31,370,11.935483870967742,3.846774193548387,31,0,0.0,0,319,2010,11,2010,11
12667,620.13,18.791818181818183,33,395,11.969696969696969,3.624242424242424,33,0,0.0,0,1032,2011,10,2011,10
12669,1607.73,16.0773,100,1114,11.14,2.5158,97,105,1.0606060606060606,0,13503,2011,3,2011,7
12671,2622.481,58.27735555555556,45,1460,32.44444444444444,2.7264666666666666,45,0,0.0,0,16431,2010,4,2010,4
12672,437.05,19.865909090909092,22,138,6.2727272727272725,4.527272727272727,22,265,12.619047619047619,0,13503,2010,4,2011,1
12673,1230.02,16.62189189189189,74,700,9.45945945945946,2.964054054054054,68,396,5.424657534246576,1,16431,2010,11,2011,12
12674,1970.6,23.742168674698792,83,1133,13.650602409638553,3.230602409638554,52,169,2.0609756097560976,0,13503,2011,5,2011,11
12675,957.25,8.546875,112,336,3.0,3.8019642857142855,111,24,0.21621621621621623,0,1442,2010,5,2010,6
12677,395.1,18.814285714285717,21,176,8.380952380952381,4.0547619047619055,13,111,5.55,0,13503,2010,2,2010,6
12679,1113.02,23.187916666666666,48,554,11.541666666666666,4.004166666666666,43,225,4.787234042553192,0,13503,2011,3,2011,10
12680,880.81,16.619056603773583,53,444,8.377358490566039,3.9088679245283022,33,112,2.1538461538461537,0,13503,2011,8,2011,12
12685,2863.08,18.236178343949042,157,1523,9.700636942675159,3.0710191082802547,117,65,0.4166666666666667,0,13503,2011,9,2011,11
12686,89.14,12.734285714285715,7,107,15.285714285714286,3.2585714285714285,7,0,0.0,0,13503,2010,12,2010,12
12689,1247.61,17.327916666666667,72,628,8.722222222222221,2.8519444444444444,57,101,1.4225352112676057,0,13503,2011,8,2011,11
12690,389.01,24.313125,16,106,6.625,5.5268749999999995,16,0,0.0,0,13503,2011,5,2011,5
12691,1170.4,30.010256410256414,39,445,11.41025641025641,5.0948717948717945,24,392,10.31578947368421,1,13503,2010,10,2011,11
12692,110.95,8.534615384615385,13,36,2.769230769230769,3.123076923076923,13,0,0.0,0,13503,2010,3,2010,3
12693,1703.02,21.557215189873418,79,536,6.784810126582278,5.070506329113924,63,395,5.064102564102564,1,16431,2010,7,2011,8
12694,1843.35,22.209036144578313,83,1355,16.325301204819276,2.906987951807229,69,350,4.2682926829268295,1,13503,2010,10,2011,9
12695,1407.1200000000001,23.84949152542373,59,454,7.694915254237288,5.385084745762712,46,658,11.344827586206897,1,13503,2010,2,2011,12
